"","Herria","Lema","Erantzuna","Erantzuna..fon.","galdera"
"3900","Arboti","ahizpa","ahízpa","ahíspa","2499"
"3901","Armendaritze","ahizpa","ahizpá","ahispá","2499"
"3902","Arnegi","aizpa","aízpa","aíspa","2499"
"3903","Arrangoitze","aizpa","aizpá","ai̯spá","2499"
"3904","Arrasate","aista","áista","ái̯śta","2499"
"3905","Arrazola (Atxondo)","aista","áista","ái̯śta","2499"
"3906","Arrieta","aiste","áisté","ái̯śté","2499"
"3907","Arroa (Zestoa)","aizpa","áizpá","ái̯spá","2499"
"3908","Arrueta","ahizpa","ahízpa","ahíspa","2499"
"3909","Asteasu","aizpa","aizpá","ai̯spá","2499"
"3910","Ataun","aizpa","aizpá","ai̯spá","2499"
"3911","Azkaine","aizpa","aizpá","ai̯spá","2499"
"3912","Azkoitia","aizpe","aizpé","ai̯spé","2499"
"3913","Azpeitia","aizpe","aizpé","ai̯spé","2499"
"3914","Baigorri","ahizpa","ahizpa","ahispa","2499"
"3915","Bakio","aista","áista","ái̯śta","2499"
"3916","Bardoze","ahizpa","áhizpá","áhispá","2499"
"3917","Barkoxe","ahizpa","ahízpa","ahíspa","2499"
"3918","Bastida","ahizpa","ahizpa","ahispa","2499"
"3919","Beasain","aizpa","aizpá","ai̯spá","2499"
"3920","Behorlegi","aizpa","aizpá","ai̯spá","2499"
"3921","Beizama","aizpa","áizpa","ái̯spa","2499"
"3922","Bergara","aizta","áizta","ái̯sta","2499"
"3923","Bermeo","aiste","aisté","ai̯śté","2499"
"3924","Berriz","aista","áista","ái̯śta","2499"
"3925","Beruete","aizpe","aizpé","ai̯spé","2499"
"3926","Beskoitze","ahizpa","ahízpa","ahíspa","2499"
"3927","Bidarrai","aizpa","aízpa","aíspa","2499"
"3928","Bolibar","aista","aísta","aíśta","2499"
"3929","Busturia","aiste","aisté","ai̯śté","2499"
"3930","Deba","aista","áista","ái̯śta","2499"
"3931","Dima","aiste","áiste","ái̯śte","2499"
"3932","Domintxaine","ahizpa","ahízpa","ahíspa","2499"
"3933","Donamaria","aizpa","áizpa","ái̯spa","2499"
"3934","Donibane Lohizune","aizpa","aizpá","ai̯spá","2499"
"3935","Donostia","aizpa","áizpa","ái̯spa","2499"
"3936","Dorrao / Torrano","aizpa","áizpa","ái̯spa","2499"
"3937","Eibar","aizta","áizta","á:i̯sta","2499"
"3938","Elantxobe","aista","áista","ái̯śta","2499"
"3939","Elduain","aizpe","aizpé","ai̯spé","2499"
"3940","Elgoibar","aista","áista","ái̯śta","2499"
"3941","Elorrio","aista","áista","áiśta","2499"
"3942","Erratzu","aizpe","áizpe","ái̯spe","2499"
"3943","Errezil","aizpa","aizpá","ai̯spá","2499"
"3944","Errigoiti","aiste","aisté","ai̯śté","2499"
"3945","Eskiula","ahizpa","ahízpa","ahíspa","2499"
"3946","Etxalar","aizpa","aizpá","ai̯spá","2499"
"3947","Etxaleku","aizpe","aizpé","ai̯spé","2499"
"3948","Etxarri (Larraun)","aizpe","aizpé","ai̯spé","2499"
"3949","Etxebarri","aista","áista","ái̯śta","2499"
"3950","Etxebarria","aista","aísta","aíśta","2499"
"3951","Eugi","aizpe","áizpe","ái̯spe","2499"
"3952","Ezkio-Itsaso","aizpa","aízpa","aíspa","2499"
"3953","Ezkio-Itsaso","aizpa","áizpá","ái̯spá","2499"
"3954","Ezkurra","aizpa","aizpá","ai̯spá","2499"
"3955","Ezterenzubi","ahizpa","ahízpa","ahíspa","2499"
"3956","Gaintza","aizpe","aizpé","ai̯spé","2499"
"3957","Gamarte","aizpa","aizpá","ai̯spá","2499"
"3958","Gamiz-Fika","aiste","áiste","ái̯śte","2499"
"3959","Garrüze","aizpa","áizpa","ái̯spa","2499"
"3960","Getaria","aispa","áispá","ái̯śpá","2499"
"3961","Getxo","aista","áista","ái̯śta","2499"
"3962","Gizaburuaga","aista","áista","ái̯śta","2499"
"3963","Goizueta","aizpa","áizpá","ái̯spá","2499"
"3964","Hazparne","aizpa","áizpa","ái̯spa","2499"
"3965","Hendaia","aizpa","aizpá","ai̯spá","2499"
"3966","Hernani","aizpa","aizpá","ai̯spá","2499"
"3967","Hondarribia","aizpa","áizpa","ái̯spa","2499"
"3968","Ibarruri (Muxika)","aista","áista","ái̯śta","2499"
"3969","Igoa","aizpe","aizpé","ai̯spé","2499"
"3970","Ikaztegieta","aizpa","aizpa","ai̯spa","2499"
"3971","Irisarri","aizpa","aízpa","aíspa","2499"
"3972","Itsasu","aizpa","aízpa","aíspa","2499"
"3973","Izturitze","ahizpa","ahízpa","ahíspa","2499"
"3974","Jaurrieta","aizpa","áizpa","ái̯spa","2499"
"3975","Jutsi","ahizpa","ahizpa","ahispa","2499"
"3976","Kortezubi","aiste","aisté","ai̯śté","2499"
"3977","Landibarre","ahizpa","ahízpa","ahíspa","2499"
"3978","Larrabetzu","aiste","áiste","ái̯śte","2499"
"3979","Larraine","ahizpa","ahízpa","ahíspa","2499"
"3980","Larzabale","ahizpa","ahízpa","ahíspa","2499"
"3981","Lasarte-Oria","aizpa","aizpá","ai̯spá","2499"
"3982","Laukiz","aista","áista","ái̯śta","2499"
"3983","Legazpi","aizpa","aizpa","ai̯spa","2499"
"3984","Leintz Gatzaga","aista","áista","ái̯śta","2499"
"3985","Leioa","aiste","aisté","ai̯śté","2499"
"3986","Leitza","aizpe","aizpé","ai̯spé","2499"
"3987","Lekaroz","aizpe","áizpe","ái̯spɛ","2499"
"3988","Lekeitio","aista","áista","ái̯śta","2499"
"3989","Lemoa","aiste","aiste","ai̯śte","2499"
"3990","Lemoiz","aiste","aisté","ai̯śté","2499"
"3991","Luzaide / Valcarlos","aizpa","áizpa","ái̯spa","2499"
"3992","Makea","ahizpa","ahízpa","ahíspa","2499"
"3993","Mañaria","aista","áista","ái̯śta","2499"
"3994","Mendaro","aista","áistá","ái̯śtá","2499"
"3995","Mendata","aista","áista","ái̯śta","2499"
"3996","Mezkiritz","aizpe","áizpe","ái̯spe","2499"
"3997","Montori","ahizpa","ahízpa","ahíspa","2499"
"3998","Montori","ahizpa","ahizpá:","ahispá:","2499"
"3999","Mugerre","ahizpa","ahízpa","ahíspa","2499"
"4000","Mungia","aiste","áiste","ái̯śte","2499"
"4001","Oderitz","aizpe","áizpé","ái̯spé","2499"
"4002","Oiartzun","aizpa","áizpá","ái̯spá","2499"
"4003","Oñati","aispa","áispa","ái̯śpa","2499"
"4004","Ondarroa","aista","áista","ái̯śta","2499"
"4005","Orexa","aizpa","áizpa","ái̯spa","2499"
"4006","Orio","aizpa","aizpá","ai̯spá","2499"
"4007","Orozko","aista","áista","ái̯śta","2499"
"4008","Otxandio","aista","áista","ái̯śta","2499"
"4009","Pagola","ahizpa","ahízpa","ahíspa","2499"
"4010","Pasaia","aizpa","áizpá","ái̯spá","2499"
"4011","Santa Grazi","ahizpa","ahízpa","ahíspa","2499"
"4012","Sara","aizpa","aizpá","ai̯spá","2499"
"4013","Senpere","aizpa","aizpá","ai̯spá","2499"
"4014","Sohüta","ahizpa","ahízpa","ahíspa","2499"
"4015","Sondika","aiste","áiste","ái̯śte","2499"
"4016","Suarbe","aizpe","áizpe","ái̯spe","2499"
"4017","Sunbilla","aizpa","áizpa","ái̯spa","2499"
"4018","Tolosa","aizpa","aizpá","ai̯spá","2499"
"4019","Uharte Garazi","aizpa","áizpa","ái̯spa","2499"
"4020","Urdiain","aizpa","áizpa","ái̯spa","2499"
"4021","Urdiñarbe","ahizpa","ahízpa","ahíspa","2499"
"4022","Urketa","ahizpa","ahízpa","ahíspa","2499"
"4023","Urretxu","aizpa","áizpa","ái̯spa","2499"
"4024","Ürrüstoi","ahizpa","ahízpa","ahíspa","2499"
"4025","Uztaritze","aizpa","áizpa","ái̯spa","2499"
"4026","Zaratamo","aiste","áiste","ái̯śte","2499"
"4027","Zeanuri","aiste","áiste","ái̯śte","2499"
"4028","Zeberio","aista","áista","ái̯śta","2499"
"4029","Zegama","aizpa","aizpá","ai̯spá","2499"
"4030","Zilbeti","aizpe","aizpé","ai̯spé","2499"
"4031","Zollo (Arrankudiaga)","aista","áista","ái̯śta","2499"
"4032","Zornotza","aista","áista","ái̯śta","2499"
"4033","Zugarramurdi","aizpa","áizpa","ái̯spa","2499"
"4034","Abaurregaina  / Abaurrea Alta","tio","tío","tío","2500"
"4035","Ahetze","osaba","osába","ośáβa","2500"
"4036","Ahetze","otto","ótto","ótto","2500"
"4037","Aia","osaba","osába","ośáβa","2500"
"4038","Aldude","oseba","oséba","ośéβa","2500"
"4039","Aldude","otto","ottó","ottó","2500"
"4040","Alkotz","osaba","osába","ośáβa","2500"
"4041","Altzai","osaba","osába","ośáβa","2500"
"4042","Altzai","ttotto","ttotto","ttõttõ","2500"
"4043","Altzürükü","osaba","osába","ośáβa","2500"
"4044","Amezketa","osaba","osábá","ośáβá","2500"
"4045","Andoain","osoba","osobá","ośoβá","2500"
"4046","Aniz","osaba","osabá","ośaβá","2500"
"4047","Aramaio","osaba","osába","ośáβa","2500"
"4048","Araotz (Oñati)","tio","tío","tío","2500"
"4049","Arbizu","osaba","osába","ośáβa","2500"
"4050","Arboti","otto","ottó","ottó","2500"
"4051","Arboti","oseba","oseba","ośeβa","2500"
"4052","Armendaritze","osaba","ósaba","óśaβa","2500"
"4053","Armendaritze","otto","ottó","ottó","2500"
"4054","Arnegi","oseba","oséba","ośéβa","2500"
"4055","Arnegi","otto","ótto","ótto","2500"
"4056","Arrangoitze","osaba","osabá","ośaβá","2500"
"4057","Arrasate","tio","tío","tío","2500"
"4058","Arrazola (Atxondo)","osaba","osába","ośáβa","2500"
"4059","Arrieta","osaba","osábá","ośáβá","2500"
"4060","Arroa (Zestoa)","osaba","osábá","ośáβá","2500"
"4061","Arrueta","oso","oso","ośo","2500"
"4062","Arrueta","otto","ótto","ótto","2500"
"4063","Asteasu","osoba","osóbá","ośóβá","2500"
"4064","Ataun","osaba","osabá","ośaβá","2500"
"4065","Azkaine","osaba","osába","ośáβa","2500"
"4066","Azkoitia","tio","tió","tió","2500"
"4067","Azpeitia","osaba","osába","ośáβa","2500"
"4068","Baigorri","oseba","oseba","ośeβa","2500"
"4069","Baigorri","osaba","osaba","ośaβa","2500"
"4070","Baigorri","otto","otto","otto","2500"
"4071","Bakio","osaba","osába","ośáβa","2500"
"4072","Bakio","tio","tío","tío","2500"
"4073","Bardoze","osaba","osába","ośáβa","2500"
"4074","Bardoze","otto","ottó","ottó","2500"
"4075","Barkoxe","osaba","osába","ośáβa","2500"
"4076","Bastida","otto","ottó","ottó","2500"
"4077","Beasain","osaba","osába","ośáβa","2500"
"4078","Behorlegi","oseba","oséba","ośéβa","2500"
"4079","Behorlegi","otto","ottó","ottó","2500"
"4080","Beizama","osaba","ósabá","óśaβá","2500"
"4081","Bergara","osaba","osába","ośáβa","2500"
"4082","Bergara","tio","tío","tío","2500"
"4083","Bermeo","osaba","osabá","ośaβá","2500"
"4084","Bermeo","tio","tío","tío","2500"
"4085","Berriz","osaba","osába","ośáβa","2500"
"4086","Beruete","osaba","osabá","ośaβá","2500"
"4087","Beruete","osa","osá","ośá:","2500"
"4088","Beskoitze","otto","ottó","ottó","2500"
"4089","Beskoitze","osaba","osába","ośáβa","2500"
"4090","Bidarrai","oseba","oséba","ośéβa","2500"
"4091","Bidarrai","otto","ótto","ótto","2500"
"4092","Bolibar","osaba","osába","ośáβa","2500"
"4093","Busturia","osaba","osába","ośáβa","2500"
"4094","Deba","tio","tío","tío","2500"
"4095","Deba","osaba","osába","ośáβa","2500"
"4096","Dima","osaba","osába","ośáβa","2500"
"4097","Domintxaine","otto","ótto","ótto","2500"
"4098","Domintxaine","oseba","oséba","ośéβa","2500"
"4099","Donamaria","osaba","osába","ośáβa","2500"
"4100","Donibane Lohizune","osaba","osába","ośáβa","2500"
"4101","Donostia","osoba","osóba","ośóβa","2500"
"4102","Dorrao / Torrano","osaba","osába","ośáβa","2500"
"4103","Eibar","tio","tió","tió","2500"
"4104","Elantxobe","osaba","osába","ośáβa","2500"
"4105","Elduain","osaba","ósabá","óśaβá","2500"
"4106","Elgoibar","tio","tío","tío","2500"
"4107","Elorrio","osaba","osába","ośáβa","2500"
"4108","Erratzu","osaba","osába","ośáβa","2500"
"4109","Errezil","osaba","osábá","ośáβá","2500"
"4110","Errigoiti","tio","tío","tío","2500"
"4111","Errigoiti","osaba","osába","ośáβa","2500"
"4112","Eskiula","osaba","osaba","ośaβa","2500"
"4113","Etxalar","osaba","osába","ośáβa","2500"
"4114","Etxaleku","osaba","ósabá","óśaβá","2500"
"4115","Etxarri (Larraun)","osaba","osabá","ośaβá","2500"
"4116","Etxebarri","osaba","osába","ośáβa","2500"
"4117","Etxebarria","osaba","osába","ośáβa","2500"
"4118","Eugi","osaba","osába","ośáβa","2500"
"4119","Eugi","tio","tío","tío","2500"
"4120","Ezkio-Itsaso","osaba","osába","ośáβa","2500"
"4121","Ezkurra","osaba","osabá","ośaβá","2500"
"4122","Ezterenzubi","oseba","oséba","ośéβa","2500"
"4123","Ezterenzubi","otto","ótto","ótto","2500"
"4124","Gaintza","osaba","osabá","ośaβá","2500"
"4125","Gamarte","oseba","oséba","ośéβa","2500"
"4126","Gamarte","otto","ottó","ottó","2500"
"4127","Gamiz-Fika","osaba","osábá","ośáβá","2500"
"4128","Garrüze","oseba","oséba","ośéβa","2500"
"4129","Garrüze","otto","ótto","ótto","2500"
"4130","Getaria","osaba","osábá","ośáβá","2500"
"4131","Getxo","osaba","osabá","ośaβá","2500"
"4132","Gizaburuaga","osaba","osába","ośáβa","2500"
"4133","Gizaburuaga","tio","tío","tío","2500"
"4134","Goizueta","osaba","osába","ośáβa","2500"
"4135","Hazparne","osaba","osába","ośáβa","2500"
"4136","Hazparne","otto","ótto","ótto","2500"
"4137","Hendaia","osaba","osába","ośáβa","2500"
"4138","Hernani","osaba","osábá","ośáβá","2500"
"4139","Hondarribia","osaba","osába","ośáβa","2500"
"4140","Ibarruri (Muxika)","tio","tío","tío","2500"
"4141","Ibarruri (Muxika)","osaba","osába","ośáβa","2500"
"4142","Igoa","osaba","ósabá","óśaβá","2500"
"4143","Ikaztegieta","osaba","osába","ośáβa","2500"
"4144","Irisarri","otto","ótto","ótto","2500"
"4145","Irisarri","oseba","oséba","ośéβa","2500"
"4146","Itsasu","oseba","oséba","ośéβa","2500"
"4147","Itsasu","otto","ottó","ottó","2500"
"4148","Izturitze","oseba","oséba","ośéβa","2500"
"4149","Izturitze","otto","otto","otto","2500"
"4150","Jaurrieta","tio","tío","tío","2500"
"4151","Jutsi","oseba","oseba","ośeβa","2500"
"4152","Jutsi","otto","otto","otto","2500"
"4153","Kortezubi","tio","tío","tío","2500"
"4154","Landibarre","otto","ótto","ótto","2500"
"4155","Landibarre","oseba","oséba","ośéβa","2500"
"4156","Larrabetzu","osaba","osába","ośáβa","2500"
"4157","Larraine","osaba","osába","ośáβa","2500"
"4158","Larzabale","oseba","oséba","ośéβa","2500"
"4159","Larzabale","otto","otto","otto","2500"
"4160","Lasarte-Oria","osaba","osabá","ośaβá","2500"
"4161","Laukiz","osaba","osába","ośáβa","2500"
"4162","Legazpi","osaba","osaba","ośaβa","2500"
"4163","Leintz Gatzaga","osaba","osába","ośáβa","2500"
"4164","Leioa","osaba","osába","ośáβa","2500"
"4165","Leitza","osaba","osabá","ośaβá","2500"
"4166","Lekaroz","osaba","osaba","ośaβa","2500"
"4167","Lekeitio","osaba","osába","ośáβa","2500"
"4168","Lemoa","osaba","osába","ośáβa","2500"
"4169","Lemoiz","tio","tío","tío","2500"
"4170","Luzaide / Valcarlos","oseba","oséba","ośéβa","2500"
"4171","Makea","oseba","oséba","ośéβa","2500"
"4172","Makea","otto","ótto","ótto","2500"
"4173","Mañaria","osaba","osába","ośáβa","2500"
"4174","Mendaro","osaba","osába","ośáβa","2500"
"4175","Mendaro","tio","tíó","tíó","2500"
"4176","Mendata","osaba","osába","ośáβa","2500"
"4177","Mezkiritz","osaba","osába","ośáβa","2500"
"4178","Montori","osaba","osába","ośáβa","2500"
"4179","Mugerre","osaba","osaba","ośaβa","2500"
"4180","Mugerre","otto","otto","otto","2500"
"4181","Mungia","osaba","osába","ośáβa","2500"
"4182","Oderitz","osaba","ósabá","óśaβá","2500"
"4183","Oiartzun","osaba","osábá","ośáβá","2500"
"4184","Oñati","tio","tío","tío","2500"
"4185","Ondarroa","osaba","osába","ośáβa","2500"
"4186","Ondarroa","tio","tío","tío","2500"
"4187","Orexa","osaba","osábá","ośáβá","2500"
"4188","Orio","osaba","osábá","ośáβá","2500"
"4189","Orozko","osaba","osába","ośáβa","2500"
"4190","Otxandio","osaba","ósaba","óśaβa","2500"
"4191","Pagola","otto","ottó","ottó","2500"
"4192","Pagola","osaba","osába","ośáβa","2500"
"4193","Pasaia","osaba","ósabá","óśaβá","2500"
"4194","Santa Grazi","osaba","osaba","ośaβa","2500"
"4195","Sara","osaba","osába","ośáβa","2500"
"4196","Senpere","osaba","ósaba","óśaβa","2500"
"4197","Sohüta","osaba","osába","ośáβa","2500"
"4198","Sondika","osaba","osabá","ośaβá","2500"
"4199","Suarbe","tio","tío","tío","2500"
"4200","Sunbilla","osaba","osába","ośáβa","2500"
"4201","Tolosa","osaba","osabá","ośaβá","2500"
"4202","Uharte Garazi","oseba","oséba","ośéβa","2500"
"4203","Uharte Garazi","otto","ótto","ótto","2500"
"4204","Urdiain","osaba","osába","ośáβa","2500"
"4205","Urdiñarbe","osaba","osába","ośáβa","2500"
"4206","Urketa","osaba","osába","ośáβa","2500"
"4207","Urretxu","osaba","osába","ośáβa","2500"
"4208","Ürrüstoi","osaba","osaba","ośaβa","2500"
"4209","Uztaritze","osaba","osába","ośáβa","2500"
"4210","Uztaritze","otto","ótto","ótto","2500"
"4211","Zaratamo","osaba","osába","ośáβa","2500"
"4212","Zeanuri","osaba","osába","ośáβa","2500"
"4213","Zeberio","osaba","osába","ośáβa","2500"
"4214","Zegama","osaba","osabá","ośaβá","2500"
"4215","Zilbeti","osaba","osába","ośáβa","2500"
"4216","Zollo (Arrankudiaga)","osaba","osába","ośáβa","2500"
"4217","Zornotza","osaba","osába","ośáβa","2500"
"4218","Zugarramurdi","osaba","osába","ośáβa","2500"
"4219","Abaurregaina  / Abaurrea Alta","tia","tía","tía","2501"
"4220","Ahetze","mattantta","mattántta","mattántta","2501"
"4221","Ahetze","izeba","izebá","iseβá","2501"
"4222","Aia","izeba","izéba","iséβa","2501"
"4223","Aldude","izeba","izéba","iséβa","2501"
"4224","Aldude","ttantta","ttanttá","ttanttá","2501"
"4225","Alkotz","tia","tía","tía","2501"
"4226","Alkotz","izeba","izéba","iséβa","2501"
"4227","Altzai","tanta","tánta","tánta","2501"
"4228","Altzürükü","tanta","tánta","tánta","2501"
"4229","Amezketa","iziba","izíbá","isíβá","2501"
"4230","Andoain","izeba","ízebá","íseβá","2501"
"4231","Aniz","izoba","izóba","isóβa","2501"
"4232","Aramaio","ixeko","ixéko","iʃéko","2501"
"4233","Araotz (Oñati)","tia","tía","tía","2501"
"4234","Arbizu","izeba","izebá","iseβá","2501"
"4235","Arboti","tanta","tánta","tánta","2501"
"4236","Armendaritze","ttantta","ttáñtta","ttáɲtta","2501"
"4237","Arnegi","izeba","izebá","iseβá","2501"
"4238","Arnegi","ttantta","ttántta","ttántta","2501"
"4239","Arrangoitze","matanta","matánta","matánta","2501"
"4240","Arrasate","tia","tía","tía","2501"
"4241","Arrazola (Atxondo)","ixeko","ixéko","iʃéko","2501"
"4242","Arrieta","ixeko","ixékó","iʃékó","2501"
"4243","Arroa (Zestoa)","izeko","izéko","iséko","2501"
"4244","Arrueta","tanta","tánta","tánta","2501"
"4245","Asteasu","izeba","izebá","iseβá","2501"
"4246","Ataun","izeba","izebá","iseβá","2501"
"4247","Azkaine","matanta","matánta","matánta","2501"
"4248","Azkaine","izeba","izéba","iséβa","2501"
"4249","Azkoitia","tia","tiá","tiá","2501"
"4250","Azkoitia","iziko","izíko","isíko","2501"
"4251","Azpeitia","iseko","iséko","iśéko","2501"
